,ds,y,residual1,yhat1,trend,season_weekly,future_regressors_additive,future_regressor_add1,,,,,,y,residual1,yhat1
220,9/23/2022,237.9199982,8.986602783,246.906601,166.8534698,87.84539795,-7.792263031,-7.792263031,,,,,220,237.9199982,8.986602783,246.906601
221,9/26/2022,237.4499969,10.24099731,247.6909943,165.3138123,87.5402298,-5.163038731,-5.163038731,,,,,221,237.4499969,10.24099731,247.6909943
222,9/27/2022,236.4100037,10.82827759,247.2382813,164.8005829,87.32506561,-4.887384892,-4.887384892,,,,,222,236.4100037,10.82827759,247.2382813
223,9/28/2022,241.0700073,6.14730835,247.2173157,164.2873535,88.6379776,-5.708022118,-5.708022118,,,,,223,241.0700073,6.14730835,247.2173157
224,9/29/2022,237.5,8.866867065,246.3668671,163.7741394,87.67007446,-5.077343464,-5.077343464,,,,,224,237.5,8.866867065,246.3668671
225,9/30/2022,232.8999939,9.788101196,242.6880951,163.26091,87.84539795,-8.418207169,-8.418207169,,,,,225,232.8999939,9.788101196,242.6880951
226,10/3/2022,240.7400055,2.874389648,243.6143951,161.7212524,87.5402298,-5.647097111,-5.647097111,,,,,226,240.7400055,2.874389648,243.6143951
227,10/4/2022,248.8800049,-8.445709229,240.4342957,161.2080383,87.32506561,-8.098808289,-8.098808289,,,,,227,248.8800049,-8.445709229,240.4342957
228,10/5/2022,249.1999969,-2.032089233,247.1679077,160.694809,88.6379776,-2.164875507,-2.164875507,,,,,228,249.1999969,-2.032089233,247.1679077
229,10/6/2022,246.7899933,-1.059463501,245.7305298,160.1815948,87.67007446,-2.121129751,-2.121129751,,,,,229,246.7899933,-1.059463501,245.7305298
230,10/7/2022,234.2400055,4.014389038,238.2543945,159.6683655,87.84539795,-9.259371758,-9.259371758,,,,,230,234.2400055,4.014389038,238.2543945
231,10/10/2022,229.25,10.41958618,239.6695862,158.1286926,87.5402298,-5.999346733,-5.999346733,,,,,231,229.25,10.41958618,239.6695862
232,10/11/2022,225.4100037,13.23313904,238.6431427,157.6154785,87.32506561,-6.297404289,-6.297404289,,,,,232,225.4100037,13.23313904,238.6431427
233,10/12/2022,225.75,17.19007874,242.9400787,157.1022644,88.6379776,-2.800165653,-2.800165653,,,,,233,225.75,17.19007874,242.9400787
234,10/13/2022,234.2400055,-1.206924438,233.0330811,156.5890503,87.67007446,-11.22604465,-11.22604465,,,,,234,234.2400055,-1.206924438,233.0330811
235,10/14/2022,228.5599976,9.180862427,237.74086,156.0758362,87.84539795,-6.180368423,-6.180368423,,,,,235,228.5599976,9.180862427,237.74086
236,10/17/2022,237.5299988,-0.799499512,236.7304993,154.5361633,87.5402298,-5.345897198,-5.345897198,,,,,236,237.5299988,-0.799499512,236.7304993
237,10/18/2022,238.5,-1.758178711,236.7418213,154.022934,87.32506561,-4.606180191,-4.606180191,,,,,237,238.5,-1.758178711,236.7418213
238,10/19/2022,236.4799957,3.650299072,240.1302948,153.5097198,88.6379776,-2.017397404,-2.017397404,,,,,238,236.4799957,3.650299072,240.1302948
239,10/20/2022,236.1499939,1.754318237,237.9043121,152.9964905,87.67007446,-2.762255669,-2.762255669,,,,,239,236.1499939,1.754318237,237.9043121
240,10/21/2022,242.1199951,-6.377639771,235.7423553,152.4832764,87.84539795,-4.586308002,-4.586308002,,,,,240,242.1199951,-6.377639771,235.7423553
241,10/24/2022,247.25,-12.79351807,234.4564819,150.9436188,87.5402298,-4.027367592,-4.027367592,,,,,241,247.25,-12.79351807,234.4564819
242,10/25/2022,250.6600037,-20.95727539,229.7027283,150.4304047,87.32506561,-8.052736282,-8.052736282,,,,,242,250.6600037,-20.95727539,229.7027283
243,10/26/2022,231.3200073,-20.31036377,211.0096436,149.9171753,88.6379776,-27.54551315,-27.54551315,,,,,243,231.3200073,-20.31036377,211.0096436
244,10/27/2022,226.75,-0.033950806,226.7160492,149.4039612,87.67007446,-10.35798931,-10.35798931,,,,,244,226.75,-0.033950806,226.7160492
245,10/28/2022,235.8699951,-9.582901001,226.2870941,148.8907166,87.84539795,-10.44903183,-10.44903183,,,,,245,235.8699951,-9.582901001,226.2870941
246,10/31/2022,232.1300049,-2.672348022,229.4576569,147.351059,87.5402298,-5.433633327,-5.433633327,,,,,246,232.1300049,-2.672348022,229.4576569
247,11/1/2022,228.1699982,-0.352767944,227.8172302,146.8378448,87.32506561,-6.345679283,-6.345679283,,,,,247,228.1699982,-0.352767944,227.8172302
248,11/2/2022,220.1000061,5.327941895,225.427948,146.3246307,88.6379776,-9.534658432,-9.534658432,,,,,248,220.1000061,5.327941895,225.427948
