,ds,y,residual1,yhat1,trend,season_weekly,future_regressors_additive,future_regressor_volume,,,,,,,residual1,y,yhat1
194,8/18/2022,290.1700134,-17.64364624,272.5263672,236.4816895,36.92586136,-0.881176591,-0.881176591,,,,,,194,-17.64364624,290.1700134,272.5263672
195,8/19/2022,286.1499939,-15.00210571,271.1478882,235.9480133,37.4716568,-2.271776915,-2.271776915,,,,,,195,-15.00210571,286.1499939,271.1478882
196,8/22/2022,277.75,-10.76489258,266.9851074,234.3470001,36.75553513,-4.117431641,-4.117431641,,,,,,196,-10.76489258,277.75,266.9851074
197,8/23/2022,276.4400024,-6.743133545,269.6968689,233.813324,36.90494156,-1.021395445,-1.021395445,,,,,,197,-6.743133545,276.4400024,269.6968689
198,8/24/2022,275.7900085,-5.527313232,270.2626953,233.2796631,38.25495148,-1.271915674,-1.271915674,,,,,,198,-5.527313232,275.7900085,270.2626953
199,8/25/2022,278.8500061,-9.81161499,269.0383911,232.7459717,36.92586136,-0.633450985,-0.633450985,,,,,,199,-9.81161499,278.8500061,269.0383911
200,8/26/2022,268.0899963,-3.54598999,264.5440063,232.212326,37.4716568,-5.139977455,-5.139977455,,,,,,200,-3.54598999,268.0899963,264.5440063
201,8/29/2022,265.230011,-0.039794922,265.1902161,230.6113129,36.75553513,-2.176640034,-2.176640034,,,,,,201,-0.039794922,265.230011,265.1902161
202,8/30/2022,262.9700012,0.837890625,263.8078918,230.0776367,36.90494156,-3.174693108,-3.174693108,,,,,,202,0.837890625,262.9700012,263.8078918
203,8/31/2022,261.4700012,2.322143555,263.7921448,229.5439606,38.25495148,-4.00676012,-4.00676012,,,,,,203,2.322143555,261.4700012,263.7921448
204,9/1/2022,260.3999939,2.157531738,262.5575256,229.0102997,36.92586136,-3.378651857,-3.378651857,,,,,,204,2.157531738,260.3999939,262.5575256
205,9/2/2022,256.0599976,6.682983398,262.742981,228.4766388,37.4716568,-3.205309629,-3.205309629,,,,,,205,6.682983398,256.0599976,262.742981
206,9/6/2022,253.25,7.413513184,260.6635132,226.3419495,36.90494156,-2.58336544,-2.58336544,,,,,,206,7.413513184,253.25,260.6635132
207,9/7/2022,258.0899963,2.239807129,260.3298035,225.8082886,38.25495148,-3.733432055,-3.733432055,,,,,,207,2.239807129,258.0899963,260.3298035
208,9/8/2022,258.519989,1.511505127,260.0314941,225.2746124,36.92586136,-2.168996334,-2.168996334,,,,,,208,1.511505127,258.519989,260.0314941
209,9/9/2022,264.4599915,-5.14163208,259.3183594,224.7409515,37.4716568,-2.894255161,-2.894255161,,,,,,209,-5.14163208,264.4599915,259.3183594
210,9/12/2022,266.6499939,-8.277404785,258.3725891,223.1399384,36.75553513,-1.522887826,-1.522887826,,,,,,210,-8.277404785,266.6499939,258.3725891
211,9/13/2022,251.9900055,-0.003967285,251.9860382,222.6062775,36.90494156,-7.525178909,-7.525178909,,,,,,211,-0.003967285,251.9900055,251.9860382
212,9/14/2022,252.2200012,4.46194458,256.6819458,222.0726013,38.25495148,-3.645610094,-3.645610094,,,,,,212,4.46194458,252.2200012,256.6819458
213,9/15/2022,245.3800049,6.308532715,251.6885376,221.5389252,36.92586136,-6.776248932,-6.776248932,,,,,,213,6.308532715,245.3800049,251.6885376
214,9/16/2022,244.7400055,3.572631836,248.3126373,221.005249,37.4716568,-10.1642704,-10.1642704,,,,,,214,3.572631836,244.7400055,248.3126373
215,9/19/2022,244.5200043,6.796691895,251.3166962,219.4042664,36.75553513,-4.843101501,-4.843101501,,,,,,215,6.796691895,244.5200043,251.3166962
216,9/20/2022,242.4499969,8.550888062,251.000885,218.870575,36.90494156,-4.774635315,-4.774635315,,,,,,216,8.550888062,242.4499969,251.000885
217,9/21/2022,238.9499969,12.05958557,251.0095825,218.3369141,38.25495148,-5.582291603,-5.582291603,,,,,,217,12.05958557,238.9499969,251.0095825
218,9/22/2022,240.9799957,7.165878296,248.145874,217.8032379,36.92586136,-6.583221912,-6.583221912,,,,,,218,7.165878296,240.9799957,248.145874
219,9/23/2022,237.9199982,8.973907471,246.8939056,217.269577,37.4716568,-7.847329617,-7.847329617,,,,,,219,8.973907471,237.9199982,246.8939056
220,9/26/2022,237.4499969,9.77456665,247.2245636,215.6685638,36.75553513,-5.199525356,-5.199525356,,,,,,220,9.77456665,237.4499969,247.2245636
221,9/27/2022,236.4100037,10.70791626,247.1179199,215.134903,36.90494156,-4.921923161,-4.921923161,,,,,,221,10.70791626,236.4100037,247.1179199
222,9/28/2022,241.0700073,6.037811279,247.1078186,214.6012268,38.25495148,-5.748360157,-5.748360157,,,,,,222,6.037811279,241.0700073,247.1078186
223,9/29/2022,237.5,8.380203247,245.8802032,214.0675659,36.92586136,-5.113224506,-5.113224506,,,,,,223,8.380203247,237.5,245.8802032
224,9/30/2022,232.8999939,9.627853394,242.5278473,213.5338898,37.4716568,-8.477698326,-8.477698326,,,,,,224,9.627853394,232.8999939,242.5278473
225,10/3/2022,240.7400055,2.261413574,243.0014191,211.9328766,36.75553513,-5.687004089,-5.687004089,,,,,,225,2.261413574,240.7400055,243.0014191
226,10/4/2022,248.8800049,-8.731903076,240.1481018,211.3992157,36.90494156,-8.156041145,-8.156041145,,,,,,226,-8.731903076,248.8800049,240.1481018
227,10/5/2022,249.1999969,-2.259674072,246.9403229,210.8655548,38.25495148,-2.180174351,-2.180174351,,,,,,227,-2.259674072,249.1999969,246.9403229
228,10/6/2022,246.7899933,-1.668395996,245.1215973,210.3318634,36.92586136,-2.136119604,-2.136119604,,,,,,228,-1.668395996,246.7899933,245.1215973
229,10/7/2022,234.2400055,3.705047607,237.9450531,209.7982025,37.4716568,-9.324806213,-9.324806213,,,,,,229,3.705047607,234.2400055,237.9450531
230,10/10/2022,229.25,9.660980225,238.9109802,208.1971893,36.75553513,-6.041742802,-6.041742802,,,,,,230,9.660980225,229.25,238.9109802
231,10/11/2022,225.4100037,12.81654358,238.2265472,207.6635132,36.90494156,-6.341907024,-6.341907024,,,,,,231,12.81654358,225.4100037,238.2265472
232,10/12/2022,225.75,16.81484985,242.5648499,207.1298523,38.25495148,-2.819954157,-2.819954157,,,,,,232,16.81484985,225.75,242.5648499
233,10/13/2022,234.2400055,-2.023330688,232.2166748,206.5961914,36.92586136,-11.30537701,-11.30537701,,,,,,233,-2.023330688,234.2400055,232.2166748
234,10/14/2022,228.5599976,8.75012207,237.3101196,206.0625153,37.4716568,-6.224044323,-6.224044323,,,,,,234,8.75012207,228.5599976,237.3101196
235,10/17/2022,237.5299988,-1.696640015,235.8333588,204.4615021,36.75553513,-5.383675575,-5.383675575,,,,,,235,-1.696640015,237.5299988,235.8333588
236,10/18/2022,238.5,-2.305953979,236.194046,203.9278259,36.90494156,-4.63873148,-4.63873148,,,,,,236,-2.305953979,238.5,236.194046
237,10/19/2022,236.4799957,3.137466431,239.6174622,203.394165,38.25495148,-2.031654358,-2.031654358,,,,,,237,3.137466431,236.4799957,239.6174622
238,10/20/2022,236.1499939,0.85458374,237.0045776,202.8605042,36.92586136,-2.78177619,-2.78177619,,,,,,238,0.85458374,236.1499939,237.0045776
239,10/21/2022,242.1199951,-6.940231323,235.1797638,202.326828,37.4716568,-4.618718147,-4.618718147,,,,,,239,-6.940231323,242.1199951,235.1797638
240,10/24/2022,247.25,-13.82447815,233.4255219,200.7258148,36.75553513,-4.055828571,-4.055828571,,,,,,240,-13.82447815,247.25,233.4255219
241,10/25/2022,250.6600037,-21.67256165,228.987442,200.1921387,36.90494156,-8.109643936,-8.109643936,,,,,,241,-21.67256165,250.6600037,228.987442
242,10/26/2022,231.3200073,-21.14674377,210.1732635,199.6584778,38.25495148,-27.74017334,-27.74017334,,,,,,242,-21.14674377,231.3200073,210.1732635
243,10/27/2022,226.75,-1.130523682,225.6194763,199.1248016,36.92586136,-10.43118763,-10.43118763,,,,,,243,-1.130523682,226.75,225.6194763
244,10/28/2022,235.8699951,-10.33007813,225.539917,198.5911255,37.4716568,-10.52287292,-10.52287292,,,,,,244,-10.33007813,235.8699951,225.539917
245,10/31/2022,232.1300049,-3.856384277,228.2736206,196.9901276,36.75553513,-5.472031593,-5.472031593,,,,,,245,-3.856384277,232.1300049,228.2736206
246,11/1/2022,228.1699982,-1.199127197,226.970871,196.4564514,36.90494156,-6.390523434,-6.390523434,,,,,,246,-1.199127197,228.1699982,226.970871
247,11/2/2022,220.1000061,4.475708008,224.5757141,195.9227905,38.25495148,-9.602039337,-9.602039337,,,,,,247,4.475708008,220.1000061,224.5757141
248,11/3/2022,214.25,9.191619873,223.4416199,195.3891144,36.92586136,-8.873368263,-8.873368263,,,,,,248,9.191619873,214.25,223.4416199
