Open,High,Low,Close,Adj Close,Date
243.8099976,243.9900055,243.7200012,243.9575043,243.9575043,2022-09-19 11:08:00-04:00
243.9900055,244.0299988,243.7400055,243.7884064,243.7884064,2022-09-19 11:09:00-04:00
243.7899933,244,243.6799927,243.6799927,243.6799927,2022-09-19 11:10:00-04:00
243.6600037,243.7799988,243.4700012,243.6699982,243.6699982,2022-09-19 11:11:00-04:00
243.6600037,243.6746979,243.4100037,243.4299927,243.4299927,2022-09-19 11:12:00-04:00
243.4134979,243.5200043,243.3500061,243.4750061,243.4750061,2022-09-19 11:13:00-04:00
243.4799957,243.6499939,243.4199982,243.6150055,243.6150055,2022-09-19 11:14:00-04:00
243.6100006,243.7299957,243.5791016,243.7100067,243.7100067,2022-09-19 11:15:00-04:00
243.7100067,243.8000031,243.6199951,243.7299957,243.7299957,2022-09-19 11:16:00-04:00
243.7299957,243.8798981,243.6799927,243.8798981,243.8798981,2022-09-19 11:17:00-04:00
243.8999939,244.1799927,243.7299957,243.75,243.75,2022-09-19 11:18:00-04:00
243.7200012,243.7700043,243.5099945,243.5200043,243.5200043,2022-09-19 11:19:00-04:00
243.5299988,243.5500031,243.25,243.25,243.25,2022-09-19 11:20:00-04:00
243.2599945,243.2599945,242.9600067,243.0099945,243.0099945,2022-09-19 11:21:00-04:00
243.0099945,243.2700043,243,243.2599945,243.2599945,2022-09-19 11:22:00-04:00
243.1799927,243.3000031,243.0850067,243.2299957,243.2299957,2022-09-19 11:23:00-04:00
243.2400055,243.2689972,242.8899994,243.0599976,243.0599976,2022-09-19 11:24:00-04:00
243.0200043,243.1000061,242.7803955,242.7803955,242.7803955,2022-09-19 11:25:00-04:00
242.7799988,242.8200073,242.6799927,242.75,242.75,2022-09-19 11:26:00-04:00
242.704895,242.7899017,242.6799927,242.7250061,242.7250061,2022-09-19 11:27:00-04:00
242.7050018,242.8099976,242.6900024,242.8067932,242.8067932,2022-09-19 11:28:00-04:00
242.7799988,242.8849945,242.7700043,242.7700043,242.7700043,2022-09-19 11:29:00-04:00
242.7700043,242.8500061,242.6999969,242.7400055,242.7400055,2022-09-19 11:30:00-04:00
242.7100067,242.7100067,242.4100037,242.4400024,242.4400024,2022-09-19 11:31:00-04:00
242.4250031,242.5299988,242.3699951,242.4400024,242.4400024,2022-09-19 11:32:00-04:00
242.4100037,242.5700073,242.3999939,242.4286957,242.4286957,2022-09-19 11:33:00-04:00
242.4400024,242.4400024,242.3300018,242.3399963,242.3399963,2022-09-19 11:34:00-04:00
242.3300018,242.3600006,242.1399994,242.1999969,242.1999969,2022-09-19 11:35:00-04:00
242.1900024,242.2799988,242.0200043,242.1000061,242.1000061,2022-09-19 11:36:00-04:00
242.0975952,242.1900024,241.8800049,241.9098969,241.9098969,2022-09-19 11:37:00-04:00
241.8999939,242.1399994,241.8000031,242,242,2022-09-19 11:38:00-04:00
242.0099945,242.0850067,241.8654938,241.875,241.875,2022-09-19 11:39:00-04:00
241.8800049,242.0263062,241.7899933,241.8899994,241.8899994,2022-09-19 11:40:00-04:00
241.8800049,242.0700073,241.8699951,241.9400024,241.9400024,2022-09-19 11:41:00-04:00
241.9400024,241.9799957,241.8399963,241.9216003,241.9216003,2022-09-19 11:42:00-04:00
241.8699951,242.0800018,241.863205,242.0567932,242.0567932,2022-09-19 11:43:00-04:00
242.0585938,242.0998993,241.9750061,242.0299988,242.0299988,2022-09-19 11:44:00-04:00
242.0265961,242.2200012,242.0099945,242.2100067,242.2100067,2022-09-19 11:45:00-04:00
242.2050018,242.2200012,242.0299988,242.1278076,242.1278076,2022-09-19 11:46:00-04:00
242.1392975,242.2899017,242.0700073,242.2899017,242.2899017,2022-09-19 11:47:00-04:00
242.2799988,242.2799988,242.1300049,242.2299957,242.2299957,2022-09-19 11:48:00-04:00
242.2100067,242.2400055,242.1199951,242.1399994,242.1399994,2022-09-19 11:49:00-04:00
242.1300049,242.1999969,242.0599976,242.1150055,242.1150055,2022-09-19 11:50:00-04:00
242.1399994,242.1999969,242,242.0399933,242.0399933,2022-09-19 11:51:00-04:00
242.0390015,242.3200073,241.9799957,242.2147064,242.2147064,2022-09-19 11:52:00-04:00
242.1900024,242.2700043,241.9638062,242.0299988,242.0299988,2022-09-19 11:53:00-04:00
242.0399933,242.0661011,241.8500061,242.0299988,242.0299988,2022-09-19 11:54:00-04:00
242.0200043,242.126297,241.9100037,242.0899963,242.0899963,2022-09-19 11:55:00-04:00
242.0700989,242.0800018,241.8200073,241.8589935,241.8589935,2022-09-19 11:56:00-04:00
241.8399963,241.8399963,241.6999969,241.7106018,241.7106018,2022-09-19 11:57:00-04:00
241.7129974,241.8999023,241.6499939,241.7899933,241.7899933,2022-09-19 11:58:00-04:00
241.8099976,241.8800049,241.6849976,241.6911011,241.6911011,2022-09-19 11:59:00-04:00
241.6699982,241.9499969,241.6661987,241.8200073,241.8200073,2022-09-19 12:00:00-04:00
241.8300018,241.8699951,241.6000061,241.7232056,241.7232056,2022-09-19 12:01:00-04:00
241.7100067,241.7700043,241.622406,241.6300049,241.6300049,2022-09-19 12:02:00-04:00
241.6199951,241.6300049,241.3500061,241.3800049,241.3800049,2022-09-19 12:03:00-04:00
241.3999939,241.3999939,241.1999969,241.2149963,241.2149963,2022-09-19 12:04:00-04:00
241.2182007,241.3500061,241.1000061,241.1600037,241.1600037,2022-09-19 12:05:00-04:00
241.1699066,241.2299957,240.8500061,240.8899994,240.8899994,2022-09-19 12:06:00-04:00
240.9100037,241.5,240.8600006,241.4499969,241.4499969,2022-09-19 12:07:00-04:00
241.4499969,241.6300049,241.4499969,241.5700989,241.5700989,2022-09-19 12:08:00-04:00
241.5899963,241.6399994,241.4700012,241.5099945,241.5099945,2022-09-19 12:09:00-04:00
241.5099945,241.7250061,241.4600067,241.6600037,241.6600037,2022-09-19 12:10:00-04:00
241.6499939,241.6900024,241.5500031,241.6100006,241.6100006,2022-09-19 12:11:00-04:00
241.6000061,241.7700043,241.5500031,241.5700073,241.5700073,2022-09-19 12:12:00-04:00
241.5599976,241.6499939,241.4199982,241.5700989,241.5700989,2022-09-19 12:13:00-04:00
241.6000061,241.6699982,241.3713989,241.4949951,241.4949951,2022-09-19 12:14:00-04:00
241.4750061,241.5399933,241.3399963,241.5200043,241.5200043,2022-09-19 12:15:00-04:00
241.5200043,241.5899963,241.3099976,241.5200043,241.5200043,2022-09-19 12:16:00-04:00
241.5099945,241.6600037,241.3999939,241.598999,241.598999,2022-09-19 12:17:00-04:00
241.5800018,241.6999969,241.4799957,241.4900055,241.4900055,2022-09-19 12:18:00-04:00
241.5099945,241.75,241.4100037,241.4100037,241.4100037,2022-09-19 12:19:00-04:00
241.410202,241.4499969,241.2200012,241.2498016,241.2498016,2022-09-19 12:20:00-04:00
241.25,241.6799927,241.2400055,241.3500061,241.3500061,2022-09-19 12:21:00-04:00
241.3600006,241.5200043,241.2350006,241.2575989,241.2575989,2022-09-19 12:22:00-04:00
241.2536011,241.6499023,241.2299957,241.5800018,241.5800018,2022-09-19 12:23:00-04:00
241.5599976,241.7100067,241.4799957,241.5099945,241.5099945,2022-09-19 12:24:00-04:00
241.490799,241.6199951,241.4273071,241.4499969,241.4499969,2022-09-19 12:25:00-04:00
241.4449005,241.5099945,241.3999939,241.5,241.5,2022-09-19 12:26:00-04:00
241.4799957,241.4900055,241.3000031,241.3000031,241.3000031,2022-09-19 12:27:00-04:00
241.2799988,241.4100037,241.2299957,241.3500061,241.3500061,2022-09-19 12:28:00-04:00
241.3450012,241.4900055,241.3000031,241.3500061,241.3500061,2022-09-19 12:29:00-04:00
241.3399963,241.5800018,241.2850037,241.4089966,241.4089966,2022-09-19 12:30:00-04:00
241.3699951,241.6499939,241.3699951,241.5249939,241.5249939,2022-09-19 12:31:00-04:00
241.5249939,241.5800018,241.2700043,241.3600006,241.3600006,2022-09-19 12:32:00-04:00
241.3500061,241.4900055,241.2400055,241.4400024,241.4400024,2022-09-19 12:33:00-04:00
241.4499969,241.4799957,241.3099976,241.4799957,241.4799957,2022-09-19 12:34:00-04:00
241.4600067,241.8600006,241.4450073,241.7200012,241.7200012,2022-09-19 12:35:00-04:00
241.7400055,241.9400024,241.6499939,241.75,241.75,2022-09-19 12:36:00-04:00
241.7299957,241.8399963,241.5099945,241.8000031,241.8000031,2022-09-19 12:37:00-04:00
241.7899933,241.9199982,241.75,241.8000031,241.8000031,2022-09-19 12:38:00-04:00
241.8200073,241.9250031,241.7899933,241.8200073,241.8200073,2022-09-19 12:39:00-04:00
241.8099976,241.8249969,241.6499939,241.6898956,241.6898956,2022-09-19 12:40:00-04:00
241.6802979,241.8099976,241.6802979,241.75,241.75,2022-09-19 12:41:00-04:00
241.7899933,242,241.7799988,241.9900055,241.9900055,2022-09-19 12:42:00-04:00
242,242.0700073,241.9199982,241.9299927,241.9299927,2022-09-19 12:43:00-04:00
241.9299927,242.0700073,241.9100037,242.0500031,242.0500031,2022-09-19 12:44:00-04:00
242.0700073,242.0899963,241.9299927,242.0700073,242.0700073,2022-09-19 12:45:00-04:00
242.0650024,242.1199951,241.9900055,242.0599976,242.0599976,2022-09-19 12:46:00-04:00
242.0950012,242.1300049,241.9799957,242.1199951,242.1199951,2022-09-19 12:47:00-04:00
242.1100006,242.1399994,242.0200043,242.1399994,242.1399994,2022-09-19 12:48:00-04:00
242.100296,242.125,242.0299988,242.1199951,242.1199951,2022-09-19 12:49:00-04:00
242.1300049,242.4049988,242.1300049,242.3999939,242.3999939,2022-09-19 12:50:00-04:00
242.381897,242.4900055,242.3000031,242.4299927,242.4299927,2022-09-19 12:51:00-04:00
242.4499969,242.5399933,242.4100037,242.4900055,242.4900055,2022-09-19 12:52:00-04:00
242.4499969,242.5615997,242.3999939,242.5500031,242.5500031,2022-09-19 12:53:00-04:00
242.5399933,242.6199036,242.4400024,242.5861969,242.5861969,2022-09-19 12:54:00-04:00
242.5899963,242.7792053,242.5800018,242.7550049,242.7550049,2022-09-19 12:55:00-04:00
242.7799988,242.7801056,242.5700073,242.6300049,242.6300049,2022-09-19 12:56:00-04:00
242.6517944,242.7400055,242.5200043,242.5484924,242.5484924,2022-09-19 12:57:00-04:00
242.5299988,242.8300018,242.5299988,242.7899017,242.7899017,2022-09-19 12:58:00-04:00
242.7799988,242.7799988,242.4400024,242.5800018,242.5800018,2022-09-19 12:59:00-04:00
242.5706024,242.6233063,242.4700012,242.5749969,242.5749969,2022-09-19 13:00:00-04:00
242.5592041,242.6199951,242.4700012,242.5399933,242.5399933,2022-09-19 13:01:00-04:00
242.5449982,242.5449982,242.3800049,242.5200043,242.5200043,2022-09-19 13:02:00-04:00
242.5263062,242.5500031,242.3000031,242.3399963,242.3399963,2022-09-19 13:03:00-04:00
242.3500061,242.5299988,242.3000031,242.3186951,242.3186951,2022-09-19 13:04:00-04:00
242.3000031,242.3399963,242.2299957,242.3000031,242.3000031,2022-09-19 13:05:00-04:00
242.3000031,242.6799011,242.3000031,242.6300049,242.6300049,2022-09-19 13:06:00-04:00
242.6300049,242.6356049,242.4600067,242.6100006,242.6100006,2022-09-19 13:07:00-04:00
242.6100006,242.6999969,242.5299988,242.5299988,242.5299988,2022-09-19 13:08:00-04:00
242.5399933,242.6600037,242.5200043,242.6450043,242.6450043,2022-09-19 13:09:00-04:00
242.6900024,242.7299957,242.3399963,242.3399963,242.3399963,2022-09-19 13:10:00-04:00
242.3500061,242.3500061,242.1100006,242.1799927,242.1799927,2022-09-19 13:11:00-04:00
242.1699982,242.1799927,242.0200043,242.0449982,242.0449982,2022-09-19 13:12:00-04:00
242.0424957,242.1399994,241.9600067,242.1399994,242.1399994,2022-09-19 13:13:00-04:00
242.1699982,242.1900024,242.0700073,242.0749969,242.0749969,2022-09-19 13:14:00-04:00
242.0599976,242.0800018,241.9700012,242.0399933,242.0399933,2022-09-19 13:15:00-04:00
242.0449982,242.0498962,241.8950043,241.9400024,241.9400024,2022-09-19 13:16:00-04:00
241.9799042,242.0350037,241.8699951,241.9230042,241.9230042,2022-09-19 13:17:00-04:00
241.9199982,242.0117035,241.8300018,241.8600006,241.8600006,2022-09-19 13:18:00-04:00
241.8500061,242.0099945,241.8300018,242.0099945,242.0099945,2022-09-19 13:19:00-04:00
242.0299988,242.1300049,241.9721985,242.0950012,242.0950012,2022-09-19 13:20:00-04:00
242.1150055,242.1300049,241.9299927,242.0299988,242.0299988,2022-09-19 13:21:00-04:00
242.0299988,242.3000031,242.0059967,242.1649933,242.1649933,2022-09-19 13:22:00-04:00
242.1898956,242.2599945,242.1399994,242.2407074,242.2407074,2022-09-19 13:23:00-04:00
242.2649994,242.3574982,242.2100067,242.3500061,242.3500061,2022-09-19 13:24:00-04:00
242.3699951,242.4299927,242.2850037,242.3300018,242.3300018,2022-09-19 13:25:00-04:00
242.3200073,242.5399933,242.3200073,242.4199982,242.4199982,2022-09-19 13:26:00-04:00
242.4100037,242.5800018,242.3999939,242.5399017,242.5399017,2022-09-19 13:27:00-04:00
242.5200043,242.6300049,242.4600067,242.5800018,242.5800018,2022-09-19 13:28:00-04:00
242.6000061,242.7299957,242.5500031,242.7299957,242.7299957,2022-09-19 13:29:00-04:00
242.7232056,242.7299957,242.5500031,242.6750031,242.6750031,2022-09-19 13:30:00-04:00
242.6699982,242.6999969,242.5399933,242.5500031,242.5500031,2022-09-19 13:31:00-04:00
242.5299988,242.5700073,242.4400024,242.5399933,242.5399933,2022-09-19 13:32:00-04:00
242.5299988,242.5299988,242.1600037,242.2599945,242.2599945,2022-09-19 13:33:00-04:00
242.25,242.25,242.0599976,242.0599976,242.0599976,2022-09-19 13:34:00-04:00
242.0899048,242.2100067,242.0299988,242.0706024,242.0706024,2022-09-19 13:35:00-04:00
242.0899963,242.1000061,241.9199982,241.9199982,241.9199982,2022-09-19 13:36:00-04:00
241.8999939,241.9199982,241.75,241.7899933,241.7899933,2022-09-19 13:37:00-04:00
241.8200073,242.0299988,241.8200073,241.8899994,241.8899994,2022-09-19 13:38:00-04:00
241.8849945,242.0214996,241.8699951,242,242,2022-09-19 13:39:00-04:00
241.9792938,242.1100006,241.9400024,242.0516052,242.0516052,2022-09-19 13:40:00-04:00
242.0500031,242.196106,242.0359039,242.1459961,242.1459961,2022-09-19 13:41:00-04:00
242.1300049,242.2550049,242.0599976,242.2400055,242.2400055,2022-09-19 13:42:00-04:00
242.2299957,242.2599945,242.0200043,242.1000061,242.1000061,2022-09-19 13:43:00-04:00
242.1300049,242.2050018,242.0749054,242.1900024,242.1900024,2022-09-19 13:44:00-04:00
242.1100006,242.3999939,242.1100006,242.375,242.375,2022-09-19 13:45:00-04:00
242.3800049,242.4700012,242.3300018,242.4400024,242.4400024,2022-09-19 13:46:00-04:00
242.4450073,242.6399994,242.4400024,242.5749969,242.5749969,2022-09-19 13:47:00-04:00
242.5700073,242.6199951,242.4799957,242.5,242.5,2022-09-19 13:48:00-04:00
242.5,242.5099945,242.3000031,242.3300018,242.3300018,2022-09-19 13:49:00-04:00
242.3099976,242.5350037,242.2799988,242.5200043,242.5200043,2022-09-19 13:50:00-04:00
242.5200043,242.5200043,242.3699951,242.4799957,242.4799957,2022-09-19 13:51:00-04:00
242.4700012,242.5,242.3999939,242.4900055,242.4900055,2022-09-19 13:52:00-04:00
242.4799957,242.5099945,242.3800049,242.5099945,242.5099945,2022-09-19 13:53:00-04:00
242.4949951,242.6398926,242.4100037,242.6000061,242.6000061,2022-09-19 13:54:00-04:00
242.6000061,242.75,242.5700073,242.6999054,242.6999054,2022-09-19 13:55:00-04:00
242.6900024,242.7599945,242.5899963,242.6999969,242.6999969,2022-09-19 13:56:00-04:00
242.6900024,242.6900024,242.3300018,242.3399963,242.3399963,2022-09-19 13:57:00-04:00
242.3399963,242.3849945,242.2299957,242.3300018,242.3300018,2022-09-19 13:58:00-04:00
242.3200073,242.3699951,242.2200012,242.3115997,242.3115997,2022-09-19 13:59:00-04:00
242.3200073,242.4100037,242.1600037,242.1699982,242.1699982,2022-09-19 14:00:00-04:00
242.1600037,242.3399963,242.1600037,242.2400055,242.2400055,2022-09-19 14:01:00-04:00
242.2700043,242.4100037,242.1900024,242.1999969,242.1999969,2022-09-19 14:02:00-04:00
242.2200012,242.2700043,242.1399994,242.1799927,242.1799927,2022-09-19 14:03:00-04:00
242.1699982,242.3300018,242.1199951,242.1499939,242.1499939,2022-09-19 14:04:00-04:00
242.1600037,242.2200012,242.0500031,242.1000061,242.1000061,2022-09-19 14:05:00-04:00
242.0899963,242.1600037,242,242.0800018,242.0800018,2022-09-19 14:06:00-04:00
242.1000061,242.1900024,242.0399933,242.1199951,242.1199951,2022-09-19 14:07:00-04:00
242.1199951,242.3600006,242.1199951,242.2899933,242.2899933,2022-09-19 14:08:00-04:00
242.2599945,242.4100037,242.1999969,242.2599945,242.2599945,2022-09-19 14:09:00-04:00
242.2400055,242.2899933,242.0899963,242.1499939,242.1499939,2022-09-19 14:10:00-04:00
242.1300049,242.1999969,242.0599976,242.1040955,242.1040955,2022-09-19 14:11:00-04:00
242.1000061,242.3200073,242.0599976,242.2799988,242.2799988,2022-09-19 14:12:00-04:00
242.2899933,242.3099976,242.1000061,242.1499939,242.1499939,2022-09-19 14:13:00-04:00
242.1643066,242.1699982,242.0899963,242.0899963,242.0899963,2022-09-19 14:14:00-04:00
242.092804,242.2200012,242.0599976,242.2057037,242.2057037,2022-09-19 14:15:00-04:00
242.1985016,242.3710022,242.1985016,242.3000031,242.3000031,2022-09-19 14:16:00-04:00
242.3500061,242.5800018,242.3500061,242.5099945,242.5099945,2022-09-19 14:17:00-04:00
242.5104065,242.6000061,242.4799957,242.5453033,242.5453033,2022-09-19 14:18:00-04:00
242.5299988,242.5299988,242.2799988,242.3399963,242.3399963,2022-09-19 14:19:00-04:00
242.3300018,242.5200043,242.3000031,242.3000031,242.3000031,2022-09-19 14:20:00-04:00
242.3200073,242.4897003,242.3018951,242.4799957,242.4799957,2022-09-19 14:21:00-04:00
242.4499969,242.4700012,242.2026978,242.2100067,242.2100067,2022-09-19 14:22:00-04:00
242.1999969,242.1999969,241.8656006,241.8950043,241.8950043,2022-09-19 14:23:00-04:00
241.875,242.033493,241.875,241.9600983,241.9600983,2022-09-19 14:24:00-04:00
241.9100037,242.2100067,241.8999939,242.1100006,242.1100006,2022-09-19 14:25:00-04:00
242.1168976,242.1999969,242.0099945,242.0599976,242.0599976,2022-09-19 14:26:00-04:00
242.0299988,242.2899933,242,242.283493,242.283493,2022-09-19 14:27:00-04:00
242.2850952,242.4199982,242.25,242.4100037,242.4100037,2022-09-19 14:28:00-04:00
242.4199982,242.4400024,242.3200073,242.3950043,242.3950043,2022-09-19 14:29:00-04:00
242.4199982,242.6116943,242.4178009,242.5200043,242.5200043,2022-09-19 14:30:00-04:00
