Date,Open,High,Low,Close,Adj Close,Volume
9/1/2015,48.068001,49.200001,47.394001,47.726002,47.726002,27274000
9/2/2015,49.060001,49.576,47.956001,49.537998,49.537998,23146000
9/3/2015,50.411999,50.416,49,49.113998,49.113998,20974000
9/4/2015,48.178001,48.818001,47.639999,48.386002,48.386002,18446000
9/8/2015,49.009998,49.832001,48.810001,49.633999,49.633999,15691000
9/9/2015,50.41,50.849998,49.66,49.782001,49.782001,16954000
9/10/2015,49.445999,50.144001,49.066002,49.695999,49.695999,13545000
9/11/2015,49.528,50.048,48.945999,50.048,50.048,11754000
9/14/2015,50.220001,50.849998,49.933998,50.638,50.638,14454500
9/15/2015,50.549999,50.919998,49.900002,50.714001,50.714001,14667500
9/16/2015,50.608002,52.576,50.576,52.450001,52.450001,22085500
9/17/2015,52.792,53.099998,52.138,52.414001,52.414001,17929000
9/18/2015,51.591999,52.764,51.5,52.124001,52.124001,18815500
9/21/2015,52.796001,54.313999,51.16,52.84,52.84,30601000
9/22/2015,51.806,52.529999,51.174,52.188,52.188,18322000
9/23/2015,52.389999,52.416,51.515999,52.212002,52.212002,13004000
9/24/2015,51.905998,52.689999,51.242001,52.624001,52.624001,17241000
9/25/2015,53.321999,53.382,51.23,51.382,51.382,18867000
9/28/2015,51.470001,51.958,49.321999,49.686001,49.686001,24505500
9/29/2015,50.091999,50.945999,49.091999,49.330002,49.330002,18516000
9/30/2015,50.400002,50.48,48.467999,49.68,49.68,24648000
10/1/2015,49.501999,49.700001,47.425999,47.976002,47.976002,22865000
10/2/2015,47.119999,49.540001,46.986,49.514,49.514,22120000
10/5/2015,49.768002,49.967999,48.826,49.23,49.23,18449500
10/6/2015,48,48.605999,47.116001,48.292,48.292,26126000
10/7/2015,47.326,47.540001,45.824001,46.391998,46.391998,34070000
10/8/2015,46.015999,46.144001,44.262001,45.344002,45.344002,30666000
10/9/2015,44.186001,44.874001,43.672001,44.138,44.138,30792000
10/12/2015,44.598,44.599998,43.054001,43.116001,43.116001,19181500
10/13/2015,42.655998,44.504002,42.226002,43.849998,43.849998,25857500
10/14/2015,44.133999,44.189999,43.085999,43.375999,43.375999,15522000
10/15/2015,43.285999,44.346001,42.740002,44.262001,44.262001,14221000
10/16/2015,44.608002,46.096001,44.574001,45.402,45.402,21672500
10/19/2015,45.299999,46.23,44.987999,45.619999,45.619999,12539500
10/20/2015,45.543999,45.720001,40.400002,42.605999,42.605999,74500000
10/21/2015,42.397999,42.962002,41.759998,42.018002,42.018002,20757500
10/22/2015,42.312,43.150002,41.880001,42.344002,42.344002,14126000
10/23/2015,43,43.07,41.537998,41.818001,41.818001,21177500
10/26/2015,42.276001,43.175999,42,43.051998,43.051998,16957000
10/27/2015,42.967999,43.419998,41.501999,42.07,42.07,17597000
10/28/2015,42.262001,42.689999,41.66,42.591999,42.591999,13643000
10/29/2015,42.349998,42.75,42.127998,42.326,42.326,9025000
10/30/2015,42.080002,42.326,40.778,41.386002,41.386002,22194500
11/2/2015,41.784,43.16,41.444,42.757999,42.757999,19639500
11/3/2015,42.77,42.888,41.549999,41.669998,41.669998,41662500
11/4/2015,45.400002,46.548,45.040001,46.326,46.326,63632000
11/5/2015,46.116001,46.916,45.838001,46.354,46.354,22484000
11/6/2015,46.139999,46.672001,45.900002,46.472,46.472,12226500
11/9/2015,46.598,46.598,44.862,45.066002,45.066002,19254500
11/10/2015,44.695999,44.740002,43.216,43.299999,43.299999,23085000
11/11/2015,43.554001,43.896,42.726002,43.816002,43.816002,16739000
11/12/2015,43.57,43.799999,42.532001,42.588001,42.588001,14579500
11/13/2015,42.59,42.598,41.304001,41.438,41.438,17151500
11/16/2015,41.217999,42.995998,41.16,42.862,42.862,14627000
11/17/2015,43.040001,43.200001,42.279999,42.799999,42.799999,10743500
11/18/2015,42.900002,44.276001,42.504002,44.214001,44.214001,14059500
11/19/2015,44.108002,45.237999,44.060001,44.360001,44.360001,12522000
11/20/2015,44.698002,45,42.716,44.001999,44.001999,22003500
11/23/2015,43.470001,43.835999,42.936001,43.549999,43.549999,12631000
11/24/2015,43.074001,44.200001,43,43.650002,43.650002,12401500
11/25/2015,44.268002,46.166,44.076,45.928001,45.928001,19954000
11/27/2015,46.212002,46.450001,45.402,46.321999,46.321999,9747000
11/30/2015,46.358002,46.855999,45.816002,46.051998,46.051998,13299000
12/1/2015,46.212002,47.599998,46.209999,47.438,47.438,18670000
12/2/2015,47.400002,47.720001,46.245998,46.397999,46.397999,14907500
12/3/2015,47.096001,47.490002,46,46.542,46.542,14698000
12/4/2015,46.492001,46.653999,45.532001,46.076,46.076,12868000
12/7/2015,45.540001,47.125999,45.23,46.226002,46.226002,15721000
12/8/2015,45.504002,45.759998,44.84,45.344002,45.344002,13438000
12/9/2015,45.34,45.5,44.144001,44.903999,44.903999,15289000
12/10/2015,44.942001,45.698002,44.728001,45.414001,45.414001,10358500
12/11/2015,45.048,45.150002,43.327999,43.403999,43.403999,16343500
12/14/2015,43.501999,44.183998,42.973999,43.716,43.716,14135500
12/15/2015,44.363998,44.444,43.599998,44.217999,44.217999,11222000
12/16/2015,44.419998,46.976002,44.146,46.902,46.902,25521500
12/17/2015,46.787998,47.551998,45.962002,46.678001,46.678001,16493000
12/18/2015,46.577999,47.18,45.858002,46.091999,46.091999,15071000
12/21/2015,46.338001,47.166,46.216,46.512001,46.512001,9766000
12/22/2015,46.998001,47.310001,45.925999,45.990002,45.990002,9807500
12/23/2015,46.436001,46.689999,45.625999,45.939999,45.939999,7775000
12/24/2015,46.112,46.375999,45.655998,46.113998,46.113998,3540000
12/28/2015,46.298,46.396,45.108002,45.790001,45.790001,9506500
12/29/2015,46.012001,47.543999,45.91,47.438,47.438,12031500
12/30/2015,47.32,48.726002,47.133999,47.618,47.618,18489500
12/31/2015,47.702,48.689999,47.674,48.001999,48.001999,13575000
1/4/2016,46.144001,46.276001,43.799999,44.681999,44.681999,34135500
1/5/2016,45.271999,45.377998,44,44.686001,44.686001,15934000
1/6/2016,44,44.009998,43.195999,43.807999,43.807999,18895500
1/7/2016,42.838001,43.688,42.734001,43.130001,43.130001,17771500
1/8/2016,43.571999,44.088001,42.153999,42.200001,42.200001,18140500
1/11/2016,42.801998,42.889999,40.599998,41.57,41.57,20457000
1/12/2016,42.32,42.748001,41.062,41.993999,41.993999,15459500
1/13/2016,42.402,42.529999,40,40.062,40.062,20632000
1/14/2016,40.442001,42,38.675999,41.236,41.236,32453500
1/15/2016,39.793999,41.014,39.450001,40.998001,40.998001,27893000
1/19/2016,41.742001,42.094002,40.155998,40.944,40.944,20193500
1/20/2016,39.880001,40.256001,38.25,39.740002,39.740002,29193000
1/21/2016,40.310001,40.646,39.004002,39.993999,39.993999,15831000
1/22/2016,40.959999,41.099998,39.806,40.509998,40.509998,15620500
1/25/2016,40.012001,40.714001,39.175999,39.276001,39.276001,13493500
1/26/2016,39.34,39.563999,37.776001,38.712002,38.712002,24821000
1/27/2016,38.476002,38.652,37.153999,37.613998,37.613998,18086000
1/28/2016,38.158001,38.256001,36.481998,37.939999,37.939999,22964000
1/29/2016,37.990002,38.748001,37.616001,38.240002,38.240002,14261500
2/1/2016,37.751999,39.903999,36.549999,39.388,39.388,26488000
2/2/2016,38.484001,38.624001,36.046001,36.556,36.556,28868000
2/3/2016,36.717999,36.787998,34.035999,34.695999,34.695999,39657000
2/4/2016,34.139999,35.195999,33.397999,35.066002,35.066002,21927000
2/5/2016,34.259998,34.599998,31.548,32.52,32.52,47188000
2/8/2016,31.42,31.43,29.200001,29.598,29.598,46565000
2/9/2016,28.464001,31.958,28.209999,29.65,29.65,43258000
2/10/2016,30.1,30.993999,28.348,28.733999,28.733999,52032500
2/11/2016,30.4,32.652,29.4,30.094,30.094,71262000
2/12/2016,31,31.402,28.74,30.208,30.208,36179000
2/16/2016,31.74,32.59,30.822001,31.034,31.034,27969000
2/17/2016,31.799999,33.868,31.336,33.736,33.736,29126000
2/18/2016,34.484001,34.59,32.953999,33.354,33.354,19438000
2/19/2016,32.731998,33.498001,32.5,33.316002,33.316002,14797000
2/22/2016,34.023998,35.782001,33.970001,35.548,35.548,25300500
2/23/2016,35.231998,36.346001,34.736,35.442001,35.442001,29922000
2/24/2016,34.549999,35.900002,33.568001,35.799999,35.799999,26978000
2/25/2016,35.73,37.703999,35.040001,37.486,37.486,28753500
2/26/2016,37.740002,38.400002,37,38.068001,38.068001,30325500
2/29/2016,38.48,39.27,37.844002,38.386002,38.386002,22495000
3/1/2016,38.849998,39.189999,36.540001,37.27,37.27,33561000
3/2/2016,36.745998,37.703999,36.299999,37.667999,37.667999,24312000
3/3/2016,37.655998,39.484001,36.844002,39.147999,39.147999,24145000
3/4/2016,39.599998,40.806,39.5,40.208,40.208,32445500
3/7/2016,39.535999,41.939999,39.48,41.057999,41.057999,26647000
3/8/2016,40.700001,41.5,40.439999,40.52,40.52,20893500
3/9/2016,40.903999,41.874001,40.557999,41.743999,41.743999,16043000
3/10/2016,42,42.658001,40.133999,41.035999,41.035999,25962500
3/11/2016,41.585999,41.883999,41.066002,41.5,41.5,16715500
3/14/2016,42.529999,43.344002,42.127998,43.029999,43.029999,20328500
3/15/2016,42.854,43.793999,42.299999,43.667999,43.667999,15902500
3/16/2016,43.599998,44.515999,43.403999,44.386002,44.386002,17583500
3/17/2016,44.293999,45.700001,44,45.276001,45.276001,18914500
3/18/2016,45.82,46.896,45.612,46.548,46.548,23559000
3/21/2016,47.068001,47.976002,47,47.664001,47.664001,26539000
3/22/2016,47.442001,47.798,46.512001,46.848,46.848,21580000
3/23/2016,46.473999,46.945999,44.405998,44.515999,44.515999,24744000
3/24/2016,43.155998,45.778,43,45.549999,45.549999,24804500
3/28/2016,46.321999,46.962002,45,46.051998,46.051998,19628500
3/29/2016,45.978001,46.476002,45.066002,46.026001,46.026001,20071500
3/30/2016,47.018002,47.099998,45.299999,45.377998,45.377998,20165000
3/31/2016,45.868,47.484001,45.001999,45.953999,45.953999,40064500
4/1/2016,48.966,49.580002,46.650002,47.518002,47.518002,79987500
4/4/2016,49.824001,50.424,48.728001,49.397999,49.397999,67376500
4/5/2016,48.099998,51.312,48,51.094002,51.094002,49743500
4/6/2016,50.793999,53.548,50.689999,53.084,53.084,58527500
4/7/2016,53.290001,53.868,50.902,51.439999,51.439999,44281000
4/8/2016,52.099998,52.164001,49.604,50.014,50.014,36819500
4/11/2016,50.200001,51.798,49.060001,49.984001,49.984001,45808500
4/12/2016,49.900002,50.360001,48.726002,49.563999,49.563999,28816000
4/13/2016,49.702,51.099998,49.466,50.905998,50.905998,24628000
4/14/2016,50.599998,51.368,50.209999,50.372002,50.372002,20661000
4/15/2016,50.262001,50.919998,49.824001,50.902,50.902,18762000
4/18/2016,50.445999,51.661999,50.332001,50.776001,50.776001,21357000
4/19/2016,50.624001,50.874001,48.25,49.473999,49.473999,31787500
4/20/2016,49.251999,50.731998,48.299999,49.993999,49.993999,25970500
4/21/2016,49.798,50.18,49.382,49.658001,49.658001,13915500
4/22/2016,49.778,50.799999,49.141998,50.75,50.75,18931500
4/25/2016,50.602001,51.476002,50.152,50.363998,50.363998,18351500
4/26/2016,50.41,51.146,49.877998,50.748001,50.748001,16119000
4/27/2016,50.549999,51,49.880001,50.293999,50.293999,16029000
4/28/2016,49.970001,50.686001,49.487999,49.542,49.542,12595000
4/29/2016,49.627998,49.686001,47.562,48.152,48.152,27069000
5/2/2016,48.299999,48.638,46.964001,48.360001,48.360001,19219500
5/3/2016,47.472,47.782001,46.324001,46.464001,46.464001,21511000
5/4/2016,46.057999,46.891998,44.080002,44.512001,44.512001,43502500
5/5/2016,45.692001,45.728001,41.958,42.306,42.306,56274000
5/6/2016,42.174,43.273998,41.622002,42.986,42.986,28426000
5/9/2016,43.144001,43.23,41.360001,41.784,41.784,23882000
5/10/2016,41.509998,41.894001,41,41.737999,41.737999,20353000
5/11/2016,41.518002,43.096001,41.209999,41.792,41.792,25809500
5/12/2016,42.287998,42.334,40.731998,41.456001,41.456001,18252500
5/13/2016,41.556,42.240002,41.34,41.521999,41.521999,14114000
5/16/2016,41.630001,42.630001,41.584,41.658001,41.658001,14747000
5/17/2016,41.810001,41.964001,40.804001,40.931999,40.931999,14218000
5/18/2016,41.830002,43.062,41.549999,42.234001,42.234001,28087500
5/19/2016,42.723999,43.358002,41.459999,43.042,43.042,34331500
5/20/2016,43.397999,44.110001,43.27,44.056,44.056,45035500
5/23/2016,43.973999,44.52,43.172001,43.243999,43.243999,25512500
5/24/2016,43.32,43.748001,43.035999,43.582001,43.582001,15069000
5/25/2016,43.582001,44.271999,43.301998,43.916,43.916,15634000
5/26/2016,44.099998,45.051998,43.810001,45.023998,45.023998,20362000
5/27/2016,44.998001,45.186001,44.150002,44.608002,44.608002,18251500
5/31/2016,44.608002,44.950001,44.299999,44.646,44.646,13945000
6/1/2016,44.296001,44.48,43.377998,43.911999,43.911999,14913500
6/2/2016,43.917999,43.981998,43.422001,43.792,43.792,10164000
6/3/2016,44,44.388,43.602001,43.798,43.798,11145000
6/6/2016,43.599998,44.18,43.09,44.136002,44.136002,11247500
6/7/2016,44.448002,46.888,44.304001,46.467999,46.467999,31068000
6/8/2016,46.759998,48.169998,46.521999,47.104,47.104,29860000
6/9/2016,46.995998,47.066002,45.411999,45.872002,45.872002,22460500
6/10/2016,45.478001,45.594002,43.683998,43.757999,43.757999,30133000
6/13/2016,43.900002,45.153999,43.532001,43.574001,43.574001,20965000
6/14/2016,43.776001,44.439999,42.506001,42.992001,42.992001,17901000
6/15/2016,43.389999,44.380001,43.026001,43.540001,43.540001,14542500
6/16/2016,43.484001,43.608002,42.700001,43.585999,43.585999,12201500
6/17/2016,43.562,43.998001,42.900002,43.094002,43.094002,15563000
6/20/2016,43.900002,44.75,43.646,43.939999,43.939999,17777500
6/21/2016,44.136002,44.514,43.762001,43.922001,43.922001,22645000
6/22/2016,39.894001,41.189999,39.150002,39.332001,39.332001,118712000
6/23/2016,39.138,39.509998,38.425999,39.279999,39.279999,50653500
6/24/2016,38.009998,39.023998,37.945999,38.630001,38.630001,35132500
6/27/2016,38.172001,39.762001,37.574001,39.709999,39.709999,36027000
6/28/2016,40.377998,40.810001,39.882,40.358002,40.358002,31062000
6/29/2016,41.026001,42.355999,40.599998,42.037998,42.037998,29974500
6/30/2016,42.594002,42.700001,41.804001,42.456001,42.456001,24215500
7/1/2016,41.228001,43.647999,41.200001,43.299999,43.299999,27000000
7/5/2016,41.945999,42.908001,41.599998,42.796001,42.796001,25876500
7/6/2016,42,43.046001,41.799999,42.888,42.888,24599500
7/7/2016,42.619999,43.624001,42.602001,43.188,43.188,18060000
7/8/2016,43.560001,43.962002,42.900002,43.355999,43.355999,20374000
7/11/2016,43.992001,45.355999,43.902,44.956001,44.956001,27149000
7/12/2016,44.82,45.5,44.644001,44.93,44.93,22856500
7/13/2016,45.099998,45.118,44.057999,44.506001,44.506001,17835500
7/14/2016,44.624001,44.987999,44.209999,44.306,44.306,13379000
7/15/2016,44.504002,44.549999,43.928001,44.080002,44.080002,11171000
7/18/2016,43.928001,45.417999,43.66,45.25,45.25,17060500
7/19/2016,45,45.82,44.950001,45.051998,45.051998,15575500
7/20/2016,45.293999,45.959999,45,45.672001,45.672001,12842500
7/21/2016,45.200001,45.57,43.82,44.099998,44.099998,22143500
7/22/2016,44.397999,44.900002,43.776001,44.453999,44.453999,12898500
7/25/2016,44.453999,46.278,44.273998,46.001999,46.001999,22453500
7/26/2016,45.537998,46,45.060001,45.902,45.902,17150000
7/27/2016,45.868,46.672001,45.383999,45.698002,45.698002,14445000
7/28/2016,45.59,46.152,45.32,46.122002,46.122002,12095500
7/29/2016,46.139999,47.056,46.048,46.958,46.958,15354000
8/1/2016,47.099998,47.326,45.875999,46.001999,46.001999,20081500
8/2/2016,45.874001,45.973999,44.279999,45.439999,45.439999,19672000
8/3/2016,45.473999,45.939999,44.841999,45.158001,45.158001,19439000
8/4/2016,45.138,46.172001,44.41,46.122002,46.122002,20735000
8/5/2016,46,46.400002,45.48,46.006001,46.006001,16026000
8/8/2016,45.599998,45.919998,45.217999,45.231998,45.231998,11318000
8/9/2016,45.363998,46.307999,45.330002,45.816002,45.816002,11039000
8/10/2016,45.647999,45.973999,44.924,45.130001,45.130001,11691500
8/11/2016,45.234001,45.514,44.681999,44.981998,44.981998,9404500
8/12/2016,45.082001,45.330002,44.807999,45.122002,45.122002,9067500
8/15/2016,45.203999,45.900002,44.986,45.118,45.118,10171500
8/16/2016,45.098,45.438,44.681999,44.722,44.722,11335500
8/17/2016,44.866001,44.966,44.560001,44.647999,44.647999,8935500
8/18/2016,44.764,45.132,44.458,44.702,44.702,8572500
8/19/2016,44.708,45.034,44.506001,45,45,8297500
8/22/2016,44.834,45.021999,44.535999,44.585999,44.585999,10327500
8/23/2016,44.863998,45.698002,44.560001,44.967999,44.967999,23922000
8/24/2016,45.41,45.43,44.444,44.523998,44.523998,12853500
8/25/2016,44.622002,44.759998,44.153999,44.192001,44.192001,8812500
8/26/2016,44.428001,44.571999,43.764,43.998001,43.998001,11195000
8/29/2016,44.029999,44.080002,43,43.040001,43.040001,16331500
8/30/2016,43.222,43.222,42.104,42.268002,42.268002,15844500
8/31/2016,42.085999,42.52,41.73,42.402,42.402,16382500
9/1/2016,41.801998,42.220001,40.099998,40.153999,40.153999,39715500
9/2/2016,40.466,40.639999,39.240002,39.556,39.556,29887000
9/6/2016,39.804001,40.650002,39.799999,40.566002,40.566002,21953000
9/7/2016,41.099998,41.299999,40.141998,40.341999,40.341999,18204500
9/8/2016,39.91,39.978001,39.271999,39.472,39.472,16889500
9/9/2016,39.818001,39.984001,38.740002,38.894001,38.894001,18785000
9/12/2016,39,40.273998,38.82,39.66,39.66,18576000
9/13/2016,39.411999,39.698002,38.689999,39.209999,39.209999,17947000
9/14/2016,39.150002,39.584,38.972,39.282001,39.282001,11272500
9/15/2016,39.298,40.504002,39.279999,40.084,40.084,15386000
9/16/2016,40.084,41.139999,39.799999,41.080002,41.080002,15539000
9/19/2016,41.400002,41.886002,41,41.268002,41.268002,11497500
9/20/2016,41.369999,41.549999,40.782001,40.928001,40.928001,12052500
9/21/2016,41.273998,41.400002,40.312,41.043999,41.043999,13167500
9/22/2016,41.279999,41.456001,40.599998,41.285999,41.285999,11914500
9/23/2016,41.198002,42.035999,41.133999,41.490002,41.490002,14526000
9/26/2016,41.299999,42.200001,41.299999,41.798,41.798,11972000
9/27/2016,41.93,41.995998,40.922001,41.161999,41.161999,16866000
9/28/2016,41.501999,41.650002,41.051998,41.254002,41.254002,10442000
9/29/2016,41.119999,41.466,40.116001,40.139999,40.139999,13635000
9/30/2016,40.442001,40.995998,39.91,40.806,40.806,12931500
10/3/2016,42.459999,43.133999,41.650002,42.740002,42.740002,29999500
10/4/2016,42.619999,42.664001,41.764,42.282001,42.282001,17707500
10/5/2016,42.448002,42.630001,41.624001,41.692001,41.692001,9387500
10/6/2016,40.492001,40.841999,40.042,40.200001,40.200001,23517000
10/7/2016,40.200001,40.264,39.16,39.321999,39.321999,17465000
10/10/2016,40.27,40.827999,39.931999,40.189999,40.189999,16581500
10/11/2016,40.369999,40.439999,39.661999,40.02,40.02,11642000
10/12/2016,40.189999,40.776001,40.084,40.301998,40.301998,9853500
10/13/2016,40.099998,40.18,39.41,40.048,40.048,12473000
10/14/2016,40.132,40.285999,39.259998,39.301998,39.301998,21349500
10/17/2016,39.41,39.678001,38.400002,38.792,38.792,22770500
10/18/2016,39.198002,39.894001,38.652,39.82,39.82,28402500
10/19/2016,39.948002,41.332001,39.612,40.712002,40.712002,34956000
10/20/2016,40.424,40.599998,39.41,39.82,39.82,25364500
10/21/2016,39.720001,40.313999,39.481998,40.018002,40.018002,14717000
10/24/2016,40.200001,40.790001,40.049999,40.551998,40.551998,13758000
10/25/2016,40.580002,40.938,40.240002,40.467999,40.467999,12225000
10/26/2016,40.200001,40.638,40.02,40.448002,40.448002,28164000
10/27/2016,42.268002,42.740002,40.330002,40.801998,40.801998,65468500
10/28/2016,40.799999,41.063999,39.966,39.993999,39.993999,21400500
10/31/2016,40.498001,40.498001,39.161999,39.546001,39.546001,23461500
11/1/2016,39.608002,39.700001,37.622002,38.158001,38.158001,35300000
11/2/2016,38.009998,38.540001,37.501999,37.604,37.604,21267000
11/3/2016,37.799999,38.293999,37.408001,37.484001,37.484001,13265000
11/4/2016,37.799999,38.692001,37.192001,38.112,38.112,25730000
11/7/2016,38.717999,38.858002,38.009998,38.641998,38.641998,19350500
11/8/2016,38.757999,39.498001,38.251999,38.987999,38.987999,16338000
11/9/2016,37.375999,38.400002,36.790001,38.012001,38.012001,40865500
11/10/2016,38.209999,38.321999,36.084,37.07,37.07,33751500
11/11/2016,36.848,37.776001,36.599998,37.712002,37.712002,19942500
11/14/2016,37.599998,37.650002,35.638,36.290001,36.290001,32761000
11/15/2016,36.556,37.285999,36.41,36.754002,36.754002,19510000
11/16/2016,36.529999,36.945999,36.242001,36.785999,36.785999,17172000
11/17/2016,36.698002,37.897999,36.422001,37.731998,37.731998,24435500
11/18/2016,38.130001,38.599998,37,37.004002,37.004002,26051500
11/21/2016,37.007999,37.778,36.882,36.903999,36.903999,21805000
11/22/2016,37.167999,38.293999,36.742001,38.234001,38.234001,28017000
11/23/2016,38.122002,39.127998,37.799999,38.627998,38.627998,24459500
11/25/2016,38.728001,39.448002,38.728001,39.330002,39.330002,11830500
11/28/2016,39.096001,39.869999,38.91,39.223999,39.223999,22646000
11/29/2016,39.112,39.346001,37.900002,37.914001,37.914001,22196500
11/30/2016,38.200001,38.377998,37.5,37.880001,37.880001,17735500
12/1/2016,37.650002,37.706001,36.200001,36.375999,36.375999,25632000
12/2/2016,36.576,36.976002,36,36.293999,36.293999,20211500
12/5/2016,36.501999,37.778,36.501999,37.360001,37.360001,20361000
12/6/2016,37.104,37.316002,36.535999,37.169998,37.169998,16958000
12/7/2016,37.23,38.68,37,38.630001,38.630001,27309500
12/8/2016,38.41,38.5,37.908001,38.458,38.458,15970500
12/9/2016,38.174,38.768002,38.161999,38.436001,38.436001,13612500
12/12/2016,38.560001,38.883999,38.236,38.486,38.486,12194500
12/13/2016,38.636002,40.256001,38.599998,39.630001,39.630001,34119500
12/14/2016,39.748001,40.599998,39.352001,39.737999,39.737999,20754500
12/15/2016,39.681999,40.147999,39.478001,39.515999,39.515999,16098000
12/16/2016,39.616001,40.518002,39.52,40.498001,40.498001,18984500
12/19/2016,40.498001,40.889999,39.967999,40.546001,40.546001,17440500
12/20/2016,40.610001,41.799999,40.5,41.757999,41.757999,23445500
12/21/2016,41.689999,42.445999,41.481998,41.540001,41.540001,26038000
12/22/2016,41.644001,41.998001,41.299999,41.689999,41.689999,15555500
12/23/2016,41.599998,42.689999,41.542,42.667999,42.667999,23352500
12/27/2016,42.976002,44.450001,42.883999,43.905998,43.905998,29578500
12/28/2016,44.306,44.759998,43.439999,43.948002,43.948002,18912500
12/29/2016,43.712002,43.84,42.824001,42.936001,42.936001,20225000
12/30/2016,43.259998,43.5,42.335999,42.737999,42.737999,23213000
1/3/2017,42.972,44.066002,42.192001,43.397999,43.397999,29616500
1/4/2017,42.950001,45.599998,42.862,45.397999,45.397999,56067500
1/5/2017,45.284,45.495998,44.389999,45.349998,45.349998,29558500
1/6/2017,45.386002,46.062,45.09,45.801998,45.801998,27639500
1/9/2017,45.793999,46.383999,45.599998,46.256001,46.256001,19897500
1/10/2017,46.400002,46.400002,45.377998,45.973999,45.973999,18300000
1/11/2017,45.813999,45.995998,45.335999,45.945999,45.945999,18254000
1/12/2017,45.812,46.139999,45.116001,45.917999,45.917999,18951000
1/13/2017,46,47.57,45.917999,47.549999,47.549999,30465000
1/17/2017,47.34,47.992001,46.874001,47.116001,47.116001,23087500
1/18/2017,47.330002,47.942001,47.116001,47.672001,47.672001,18845000
1/19/2017,49.450001,49.736,48.150002,48.751999,48.751999,38661500
1/20/2017,49.091999,49.200001,48.602001,48.945999,48.945999,21021500
1/23/2017,49.169998,50.178001,49.099998,49.784,49.784,31314500
1/24/2017,50,50.959999,49.93,50.922001,50.922001,24827500
1/25/2017,51.462002,51.692001,50.360001,50.894001,50.894001,25713000
1/26/2017,50.858002,51.147999,50.150002,50.501999,50.501999,15760500
1/27/2017,50.276001,50.599998,49.703999,50.59,50.59,15831500
1/30/2017,50.506001,51.057999,49.419998,50.125999,50.125999,19005500
1/31/2017,49.848,51.178001,49.540001,50.386002,50.386002,20580500
2/1/2017,50.610001,50.639999,49.810001,49.848,49.848,19794000
2/2/2017,49.667999,50.484001,49.542,50.310001,50.310001,12499000
2/3/2017,50.382,50.436001,49.936001,50.265999,50.265999,10933500
2/6/2017,50.200001,51.563999,50.125999,51.554001,51.554001,17812500
2/7/2017,51.638,52,51.284,51.495998,51.495998,21224000
2/8/2017,51.470001,52.672001,51.240002,52.416,52.416,19665000
2/9/2017,53.25,54.236,53.23,53.84,53.84,39101000
2/10/2017,53.958,54.189999,53.222,53.846001,53.846001,18098500
2/13/2017,54.147999,56.158001,54.102001,56.119999,56.119999,35148000
2/14/2017,55.806,57.478001,55.722,56.195999,56.195999,36726000
2/15/2017,56,56.448002,55.287998,55.952,55.952,24739500
