Date,Open,High,Low,Close,Volume,Name
2/8/2013,60.71,61,60.51,60.925,1813162,ADP
2/11/2013,60.79,60.98,60.28,60.34,1366376,ADP
2/12/2013,60.24,60.57,60,60.36,1342315,ADP
2/13/2013,60.56,60.79,60.05,60.45,1806080,ADP
2/14/2013,60.25,60.78,60.03,60.74,1704835,ADP
2/15/2013,61.26,61.26,60.75,61.22,2192741,ADP
2/19/2013,61.22,61.49,61.09,61.46,1661840,ADP
2/20/2013,61.43,61.76,61.13,61.21,2000710,ADP
2/21/2013,61.16,61.16,60.07,60.27,2305166,ADP
2/22/2013,60.71,61.02,60.34,61.01,1570009,ADP
2/25/2013,61.48,61.74,60.76,60.77,2578118,ADP
2/26/2013,61.12,61.37,60.72,61.08,1954782,ADP
2/27/2013,60.86,61.83,60.66,61.59,1659768,ADP
2/28/2013,61.7,61.715,61.36,61.36,1941943,ADP
3/1/2013,61.29,61.75,60.69,61.65,1703353,ADP
3/4/2013,61.32,61.89,61.1,61.835,1763774,ADP
3/5/2013,62,62.7,61.92,62.66,1809912,ADP
3/6/2013,62.54,62.56,62.03,62.3,1552234,ADP
3/7/2013,62.48,63.57,62.3,63.34,3539409,ADP
3/8/2013,63.26,63.71,63.16,63.35,2093716,ADP
3/11/2013,63.38,63.89,63.34,63.87,1798946,ADP
3/12/2013,63.86,63.98,63.75,63.97,1956495,ADP
3/13/2013,64,64.21,63.85,64.18,1425390,ADP
3/14/2013,64.2,65.03,64.2,65.02,2501726,ADP
3/15/2013,64.67,65.05,64.37,64.48,3560880,ADP
3/18/2013,63.87,64.469,63.8,64.22,1639710,ADP
3/19/2013,64.31,64.46,63.66,64.31,1573509,ADP
3/20/2013,64.65,64.82,64.16,64.425,1643036,ADP
3/21/2013,63.98,64.39,63.43,63.73,2219952,ADP
3/22/2013,64,64.225,63.65,64.08,1580794,ADP
3/25/2013,64.45,64.549,63.56,63.93,1712092,ADP
3/26/2013,64.04,64.8,64.04,64.79,1919106,ADP
3/27/2013,64.4,64.73,64.095,64.66,1511388,ADP
3/28/2013,64.5,65.12,64.33,65.03,2213530,ADP
4/1/2013,64.66,65.18,64.5,64.685,1498854,ADP
4/2/2013,65.15,65.68,64.85,65.28,1929151,ADP
4/3/2013,65.26,65.49,64.56,64.75,1600043,ADP
4/4/2013,64.85,65.06,64.32,64.72,1206445,ADP
4/5/2013,64.1,64.11,63.3,63.77,1689621,ADP
4/8/2013,63.69,64.26,63.54,64.26,1087044,ADP
4/9/2013,64.35,64.72,63.84,64.46,1504992,ADP
4/10/2013,64.44,65.7,64.29,65.66,1392708,ADP
4/11/2013,65.64,66.21,65.47,66.11,1196455,ADP
4/12/2013,66.13,66.13,65.51,65.91,1511889,ADP
4/15/2013,65.8,65.9,64.44,64.46,1821943,ADP
4/16/2013,64.71,65.47,64.52,65.41,1539315,ADP
4/17/2013,64.82,65.42,63.98,65.35,2980239,ADP
4/18/2013,65.83,65.87,64.38,64.63,1454589,ADP
4/19/2013,64.37,65.43,64.37,65.23,2144702,ADP
4/22/2013,65.21,65.68,64.71,65.5,1382805,ADP
4/23/2013,65.94,66.385,65.41,66.36,1268414,ADP
4/24/2013,66.7,66.95,66.445,66.67,1282094,ADP
4/25/2013,66.93,66.98,66.49,66.77,1526278,ADP
4/26/2013,66.76,66.7705,66.2,66.59,862137,ADP
4/29/2013,66.55,67.25,66.4,67.14,949416,ADP
4/30/2013,66.99,67.35,66.87,67.34,1641649,ADP
5/1/2013,67.39,67.39,66.7,66.82,1541116,ADP
5/2/2013,66.83,67.74,66.6,67.39,1679410,ADP
5/3/2013,68.52,69.28,68.02,69.23,1879793,ADP
5/6/2013,69.16,69.16,68.53,68.685,1338980,ADP
5/7/2013,68.82,69.09,68.53,68.65,1955674,ADP
5/8/2013,68.64,68.8,68.41,68.56,2447974,ADP
5/9/2013,68.89,70.25,68.8,70,3063607,ADP
5/10/2013,70.12,70.27,69.58,70.03,1652934,ADP
5/13/2013,69.78,70.165,69.74,70.08,1357260,ADP
5/14/2013,70.2,70.91,70.19,70.81,1820895,ADP
5/15/2013,70.85,71.75,70.75,71.74,2246241,ADP
5/16/2013,71.52,71.91,70.88,70.98,1924837,ADP
5/17/2013,71.46,72,71,71.99,2554995,ADP
5/20/2013,72,72,70.82,71.05,2152846,ADP
5/21/2013,71.03,71.428,70.81,71.03,1959283,ADP
5/22/2013,71.09,71.18,70.02,70.26,2787174,ADP
5/23/2013,69.91,70.21,69.72,69.93,1938190,ADP
5/24/2013,69.67,69.85,69.29,69.85,1569804,ADP
5/28/2013,70.5,71.055,70.22,70.49,1838212,ADP
5/29/2013,70,70.2,69.5,69.77,1488803,ADP
5/30/2013,70.01,70.2,69.81,69.81,1493156,ADP
5/31/2013,69.43,70.16,68.59,68.72,3119138,ADP
6/3/2013,68.66,69.61,68.66,69.55,2161792,ADP
6/4/2013,69.45,69.87,68.62,68.97,1776311,ADP
6/5/2013,68.63,68.9,67.79,67.86,1734960,ADP
6/6/2013,67.68,68.03,67.28,67.94,2296765,ADP
6/7/2013,68.51,69.05,68.1801,68.91,2050579,ADP
6/10/2013,68.96,69.1,68.58,68.78,1139241,ADP
6/11/2013,68.33,68.69,67.98,68.11,1594937,ADP
6/12/2013,68.25,68.34,67.26,67.33,1445356,ADP
6/13/2013,67.33,68.49,67.16,68.28,1547276,ADP
6/14/2013,68.05,68.535,67.85,68.01,1422699,ADP
6/17/2013,68.56,69.085,68.39,68.7,1695701,ADP
6/18/2013,68.67,69.68,68.61,69.6,1280157,ADP
6/19/2013,69.08,69.98,68.92,69.04,1904234,ADP
6/20/2013,68.44,68.659,68.08,68.2,2492858,ADP
6/21/2013,68.68,68.98,67.99,68.68,3197281,ADP
6/24/2013,68.42,68.9284,68.11,68.38,1812223,ADP
6/25/2013,69.16,69.16,68.16,68.84,1316695,ADP
6/26/2013,69.5,69.75,69.15,69.35,1709481,ADP
6/27/2013,69.68,69.92,69.19,69.37,1379800,ADP
6/28/2013,68.91,69.3699,68.5,68.86,3112707,ADP
7/1/2013,68.83,69.92,68.75,69.45,1950173,ADP
7/2/2013,69.79,70.49,69.2,70.08,2355977,ADP
7/3/2013,69.69,70.585,69.56,70.24,1057919,ADP
7/5/2013,70.64,71.17,70,70.75,1534636,ADP
7/8/2013,70.88,71.27,70.77,70.97,1357681,ADP
7/9/2013,71,71.34,70.89,71.04,1486083,ADP
7/10/2013,70.86,71.87,70.84,71.75,1689238,ADP
7/11/2013,72.22,72.59,71.75,71.85,2252796,ADP
7/12/2013,71.99,73.44,71.93,73.41,2808998,ADP
7/15/2013,73.25,73.32,72.22,72.36,2081565,ADP
7/16/2013,72.54,72.63,72.07,72.3,1303699,ADP
7/17/2013,72.67,72.85,72.26,72.32,1890260,ADP
7/18/2013,72.67,73.05,72.56,72.82,1281095,ADP
7/19/2013,73.14,73.17,72.26,72.88,2265347,ADP
7/22/2013,73.79,73.83,72.79,73.16,1603254,ADP
7/23/2013,73.17,73.33,72.48,72.49,1540757,ADP
7/24/2013,72.95,72.95,72.05,72.22,1286077,ADP
7/25/2013,72.18,72.4,71.66,72.17,1572601,ADP
7/26/2013,72.05,72.5,71.71,72.48,1426583,ADP
7/29/2013,72.16,72.4886,71.85,72.1,926092,ADP
7/30/2013,72.69,72.69,72.01,72.14,1252524,ADP
7/31/2013,72.62,72.78,72.04,72.092,2185462,ADP
8/1/2013,70.51,72.02,70.11,71.85,2311956,ADP
8/2/2013,71.22,71.62,70.8599,71.58,2087694,ADP
8/5/2013,71.53,71.71,71.16,71.6,2032055,ADP
8/6/2013,71.48,72.38,71.1,72.24,1691752,ADP
8/7/2013,72.11,72.28,71.67,71.99,1461908,ADP
8/8/2013,72.36,72.65,71.95,72.34,1375407,ADP
8/9/2013,72.07,72.5986,71.94,72.46,1238833,ADP
8/12/2013,72.01,72.83,71.9,72.8,1275374,ADP
8/13/2013,72.99,73.03,72.64,72.99,2495102,ADP
8/14/2013,72.84,73.085,72.64,72.68,1391818,ADP
8/15/2013,72.22,72.24,71.3542,71.61,1553367,ADP
8/16/2013,71.47,72.08,71.38,71.89,1792894,ADP
8/19/2013,71.61,72.24,71.61,71.9,1388844,ADP
8/20/2013,71.79,72.51,71.75,72.34,1229977,ADP
8/21/2013,72.15,72.38,71.61,71.83,1564370,ADP
8/22/2013,72.01,72.64,71.9,72.44,809488,ADP
8/23/2013,72.48,72.555,72.01,72.28,1324695,ADP
8/26/2013,69.89,72.48,69.89,72.03,1099136,ADP
8/27/2013,71.22,71.58,70.9,70.94,1631774,ADP
8/28/2013,71.12,71.396,70.85,70.94,1589228,ADP
8/29/2013,70.78,71.64,70.42,71.3,1417651,ADP
8/30/2013,71.29,71.31,70.76,71.16,1505990,ADP
9/3/2013,71.98,72.45,71,71.41,1816191,ADP
9/4/2013,70.09,72.12,69.76,72.05,1671751,ADP
9/5/2013,71.83,72.38,71.79,72.34,1167603,ADP
9/6/2013,72.45,73.28,71.37,73.13,2206996,ADP
9/9/2013,73.14,73.9394,73.14,73.79,1700322,ADP
9/10/2013,74.38,74.38,73.74,73.74,3155981,ADP
9/11/2013,73.36,74.105,73.18,74.01,3066265,ADP
9/12/2013,73.91,74.51,73.75,74.18,1336110,ADP
9/13/2013,74.23,74.326,73.46,74.09,1882355,ADP
9/16/2013,74.85,74.93,74.03,74.1,1977515,ADP
9/17/2013,74.24,74.41,73.9,74.16,2295138,ADP
9/18/2013,74.17,74.855,73.75,74.74,1654128,ADP
9/19/2013,74.89,74.95,74.48,74.68,1657367,ADP
9/20/2013,74.76,74.88,74.36,74.43,2407891,ADP
9/23/2013,74.2,74.62,72.71,73.13,3039147,ADP
9/24/2013,72.45,73.3,72.2901,72.95,1891465,ADP
9/25/2013,73.09,73.22,72.32,72.52,1172038,ADP
9/26/2013,72.83,73.2,72.5667,72.92,1199344,ADP
9/27/2013,72.705,72.726,71.61,72.56,1293720,ADP
9/30/2013,72.31,72.51,71.891,72.38,1762344,ADP
10/1/2013,72.58,72.58,71.89,72.16,1485327,ADP
10/2/2013,72,72.105,71.66,72.02,1729688,ADP
10/3/2013,71.71,72,70.89,71.1,1362596,ADP
10/4/2013,71.26,71.61,70.94,71.52,1240975,ADP
10/7/2013,70.89,71.35,70.52,71.02,880558,ADP
10/8/2013,71.14,71.24,70.17,70.24,1507577,ADP
10/9/2013,70.25,70.6,69.91,70.28,1415390,ADP
10/10/2013,70.84,71.93,70.61,71.81,1402502,ADP
10/11/2013,71.26,72.53,71.221,72.51,1076046,ADP
10/14/2013,72.36,72.89,72.1375,72.86,987343,ADP
10/15/2013,72.54,72.705,72.18,72.32,1791176,ADP
10/16/2013,72.95,73.79,72.72,73.72,1814173,ADP
10/17/2013,73.41,74.15,73.25,74.08,1412504,ADP
10/18/2013,74.15,74.5,73.87,74.19,1722746,ADP
10/21/2013,73.99,74.75,73.89,74.7,1238597,ADP
10/22/2013,74.92,75.75,74.64,75.45,1366720,ADP
10/23/2013,75.24,75.31,74.825,75.11,1111598,ADP
10/24/2013,75.3,75.64,75.14,75.41,1389852,ADP
10/25/2013,75.31,75.71,74.96,75.51,1167827,ADP
10/28/2013,75.32,76.08,75.15,75.67,1649357,ADP
10/29/2013,76.04,76.66,75.57,76.35,1683396,ADP
10/30/2013,75.91,75.91,73.77,74.3,2169549,ADP
10/31/2013,74.26,75.25,74.01,75.025,2727019,ADP
11/1/2013,75.35,75.48,74.89,75.31,1852344,ADP
11/4/2013,75.72,75.91,74.95,75.51,1581083,ADP
11/5/2013,75.25,75.67,74.74,75.51,1166933,ADP
11/6/2013,75.34,76.05,75.32,75.83,1254660,ADP
11/7/2013,76.15,76.41,75.21,75.33,1532707,ADP
11/8/2013,75.44,76.03,75.21,76.01,1379200,ADP
11/11/2013,75.83,76.04,75.5,75.76,1166717,ADP
11/12/2013,75.69,75.9,75.39,75.72,1812594,ADP
11/13/2013,75.65,76.5,75.238,76.45,2437549,ADP
11/14/2013,76.64,77.43,76.5101,76.97,2190298,ADP
11/15/2013,76.87,77.4,76.55,77.33,2347742,ADP
11/18/2013,77.36,77.7,77.1401,77.36,1761619,ADP
11/19/2013,78.8,80.44,78.2799,79.71,6780229,ADP
11/20/2013,79.91,80.13,78.81,79.05,2875802,ADP
11/21/2013,79.32,79.87,79.13,79.78,1925045,ADP
11/22/2013,79.65,80.04,79.5601,80.01,1550367,ADP
11/25/2013,80,80.4,79.94,80.12,1687196,ADP
11/26/2013,83.18,83.82,79.8,80.31,2319489,ADP
11/27/2013,80.3,80.515,79.96,80.33,1063364,ADP
11/29/2013,80.18,80.65,79.98,80.02,835024,ADP
12/2/2013,79.95,80.13,79.44,79.57,1367495,ADP
12/3/2013,80.35,80.82,79.704,80.34,2847256,ADP
12/4/2013,79.89,80.14,78.74,79.33,1861518,ADP
12/5/2013,78.95,79.53,78.399,78.53,2218868,ADP
12/6/2013,79.45,79.77,79.13,79.66,1870669,ADP
12/9/2013,79.7,79.77,78.56,79.01,2375416,ADP
12/10/2013,78.86,79.05,78.36,78.51,2000376,ADP
12/11/2013,78.3,78.55,77.215,77.43,2905432,ADP
12/12/2013,77.21,77.75,77.1,77.15,2987246,ADP
12/13/2013,77.66,77.77,76.98,77.02,1654761,ADP
12/16/2013,77.53,77.97,77.19,77.515,1359199,ADP
12/17/2013,76.8,77.52,76.62,77.25,1713556,ADP
12/18/2013,77.72,79.15,77.12,79.09,2858870,ADP
12/19/2013,79.35,79.85,78.87,79.425,2483235,ADP
12/20/2013,79.42,80.24,78.98,79.97,3547287,ADP
12/23/2013,80.31,80.4,79.72,79.94,1433640,ADP
12/24/2013,79.78,80.29,79.6,80.22,599584,ADP
12/26/2013,80.45,80.87,80.13,80.75,875281,ADP
12/27/2013,80.96,81.14,80.56,80.72,723026,ADP
12/30/2013,80.82,81.1,80.51,81.08,718685,ADP
12/31/2013,81.24,81.55,80.65,80.799,1104615,ADP
1/2/2014,80.17,80.45,79.38,79.86,1965869,ADP
1/3/2014,80.21,81.37,80,80.73,1948060,ADP
1/6/2014,80.61,80.97,79.39,79.81,1535046,ADP
1/7/2014,79.98,81.02,79.89,80.78,1376249,ADP
1/8/2014,80.3,80.74,79.91,80.35,1870092,ADP
1/9/2014,83,83,80.53,80.63,1444744,ADP
1/10/2014,81.06,81.11,79.96,80.35,1474254,ADP
1/13/2014,80.28,80.33,78.84,79.05,2087483,ADP
1/14/2014,79.31,80.03,78.94,79.95,1607089,ADP
1/15/2014,80,80.64,79.71,80.09,2025134,ADP
1/16/2014,80.04,80.26,79.7103,79.81,1050168,ADP
1/17/2014,79.52,80.34,79.44,79.97,2741113,ADP
1/21/2014,80.42,80.798,79.81,80.32,1448118,ADP
1/22/2014,80.41,80.72,80.04,80.38,1304400,ADP
1/23/2014,81.93,82.5,78.86,79.31,1433790,ADP
1/24/2014,78.81,78.82,76.96,76.97,2143043,ADP
1/27/2014,76.35,77.53,76.35,76.5,1735114,ADP
1/28/2014,76.38,77.2,76.2077,77.03,1559160,ADP
1/29/2014,76.44,77.2399,76.18,76.53,1638378,ADP
1/30/2014,76.95,77.6401,76.35,77.3,1398235,ADP
1/31/2014,76,77.14,75.94,76.6,1861612,ADP
2/3/2014,76.61,76.78,73.79,74.08,3181252,ADP
2/4/2014,77.92,77.92,71.91,74.95,3906522,ADP
2/5/2014,76.32,76.32,72.69,73.53,2865055,ADP
2/6/2014,73.45,74.335,73.1,74.2,2357363,ADP
2/7/2014,74.4,74.96,73.95,74.89,1696106,ADP
2/10/2014,75.48,75.61,73.83,74.45,2007864,ADP
2/11/2014,74.12,74.9,74.01,74.66,2522108,ADP
2/12/2014,75.57,75.9,74.8001,75.58,4027640,ADP
2/13/2014,75.25,76.28,75.2,76.21,2027465,ADP
2/14/2014,75.75,76.4899,75.3,76.27,1710591,ADP
